Student_ID,Student_Name,Gender,Department,Semester,Attendance_Percentage,GPA,Assignment_Score,Quiz_Score,Internal_Marks,LMS_Login_Count,Study_Hours_Per_Week,Backlog_Count,Last_Login_Date,Admission_Year,Probation_Status
S0258,Aishwarya Krishnan,Female,AI&DS,4,67,4.53,61,42,90,167,16,6,17-06-2026,2025,Yes
S0259,Sangeetha Mehta,Female,IT,4,51,5.96,41,67,37,206,1,0,11-12-2025,2023,Yes
S0260,Praveen Joshi,Male,CSE,3,70,6.6,78,42,49,95,12,0,05-04-2026,2023,No
S0261,Deepak Balakrishnan,Male,AI&DS,2,86,8.37,75,69,88,12,13,1,27-05-2026,2024,No
S0262,Nithya Srinivasan,Female,AI&DS,5,82,7.14,43,68,60,24,5,2,01-06-2026,2022,No
S0263,Aarav Raghavan,Male,CSE,6,85,7.27,82,72,53,240,20,2,31-01-2026,2025,No
S0264,Ashwin Murthy,Male,AI&DS,8,86,7.42,52,74,57,222,8,1,23-09-2025,2024,No
S0265,Pavithra Krishnan,Female,CIVIL,8,95,6.99,36,42,46,13,32,0,25-10-2025,2025,No
S0266,Rahul Das,Male,EEE,1,64,6.39,76,56,84,50,21,1,13-09-2025,2022,No
S0267,Pooja Krishnan,Female,MECH,2,61,5.97,37,39,49,33,16,0,04-04-2026,2025,No
S0268,Sanjay Reddy,Male,ECE,8,75,6.44,99,36,53,111,31,0,29-09-2025,2026,No
S0269,Amit Singh,Male,CSE,6,80,6.23,93,95,69,191,32,0,02-02-2026,2025,No
S0270,Meera Balakrishnan,Female,EEE,4,86,7.9,52,83,42,199,9,0,24-04-2026,2026,No
S0271,Arjun Kumar,Male,IT,4,73,7.89,73,45,47,57,17,0,25-08-2025,2025,No
S0272,Manoj Srinivasan,Male,IT,7,45,5.7,70,75,96,219,13,1,24-05-2026,2025,Yes
S0273,Vaishnavi Raman,Female,CSE,6,70,7.6,79,62,75,139,18,2,11-02-2026,2024,No
S0274,Sneha Nathan,Female,IT,2,41,5.09,71,96,68,27,8,2,03-03-2026,2026,Yes
S0275,Varun Verma,Male,ECE,4,98,8.51,53,81,36,205,20,0,06-12-2025,2022,No
S0276,Pavithra Verma,Female,EEE,4,65,4.08,85,55,35,16,32,6,24-06-2026,2025,Yes
S0277,Suresh Narayanan,Male,IT,7,82,6.09,72,40,73,132,17,2,07-11-2025,2026,No
S0278,Siddharth Singh,Male,ECE,5,99,10,55,68,90,154,18,2,07-02-2026,2024,No
S0279,Vijay Balakrishnan,Male,EEE,2,71,4.69,64,69,53,74,16,5,03-08-2025,2024,Yes
S0280,Lakshmi Patel,Female,AI&DS,3,65,6.94,82,58,47,57,22,2,20-11-2025,2024,No
S0281,Santhosh Balakrishnan,Male,CIVIL,1,91,6.06,59,72,66,221,29,0,01-08-2025,2025,No
S0282,Murugan Srinivasan,Male,CSE,2,87,6.49,80,96,99,242,21,1,09-04-2026,2026,No
S0283,Anu Raghavan,Female,CSE,6,83,7.56,62,66,95,81,17,1,19-08-2025,2024,No
S0284,Karthik Raman,Male,ECE,1,84,7.58,98,38,35,198,31,0,24-02-2026,2026,No
S0285,Keerthana Reddy,Female,CSE,2,47,4.94,68,36,86,173,34,0,19-06-2026,2025,Yes
S0286,Vaishnavi Murthy,Female,MECH,1,100,9.32,99,94,43,43,22,2,21-03-2026,2023,No
S0287,Ganesh Prasad,Male,EEE,2,42,2.5,71,50,83,187,20,2,18-11-2025,2025,Yes
S0288,Nithya Verma,Female,ECE,3,100,8.41,68,72,66,91,25,1,28-11-2025,2022,No
S0289,Nikhil Murthy,Male,CSE,4,67,4.74,60,98,44,103,11,6,08-10-2025,2025,Yes
S0290,Srinidhi Pillai,Female,AI&DS,7,90,7.76,92,49,54,188,29,1,06-08-2025,2022,No
S0291,Anu Balakrishnan,Female,CIVIL,6,85,8.82,38,64,46,234,22,2,14-09-2025,2023,No
S0292,Sneha Joshi,Female,CIVIL,8,65,5.5,72,52,43,85,24,0,13-05-2026,2024,No
S0293,Praveen Prasad,Male,CIVIL,4,60,3.02,55,40,60,179,9,2,02-12-2025,2025,Yes
S0294,Alok Nathan,Male,CSE,1,62,6.7,84,36,76,188,9,0,07-12-2025,2024,No
S0295,Rahul Gupta,Male,CIVIL,7,52,5.67,96,88,35,140,11,1,27-07-2025,2025,Yes
S0296,Janani Nair,Female,EEE,1,92,9.25,71,99,80,248,8,2,02-11-2025,2022,No
S0297,Sindhu Pillai,Female,ECE,6,69,6.98,73,40,92,59,26,2,13-05-2026,2025,No
S0298,Anand Joshi,Male,CSE,3,87,8.93,35,71,56,7,10,2,05-05-2026,2023,No
S0299,Meenakshi Nair,Female,CIVIL,3,59,5.14,73,41,57,81,22,0,10-06-2026,2026,Yes
S0300,Anand Sankar,Male,EEE,4,63,4.65,51,67,59,240,29,1,21-04-2026,2023,Yes
S0301,Manoj Nair,Male,CIVIL,1,81,8.47,48,56,85,236,2,1,27-07-2025,2022,No
S0302,Surya Das,Male,AI&DS,8,75,6.15,51,43,93,12,22,2,05-03-2026,2025,No
S0303,Dinesh Singh,Male,ECE,6,51,3.76,46,62,79,109,13,1,30-03-2026,2023,Yes
S0304,Meera Singh,Female,IT,3,64,5.6,86,65,62,191,26,2,03-07-2025,2026,No
S0305,Uma Kumar,Female,AI&DS,6,73,6.05,87,76,80,15,22,0,13-01-2026,2026,No
S0306,Akash Raman,Male,CIVIL,1,41,5.12,58,87,46,187,18,1,03-07-2025,2025,Yes
S0307,Abirami Raghavan,Female,CIVIL,6,85,5.81,71,91,61,128,20,1,22-03-2026,2026,No
S0308,Nikhil Rao,Male,CIVIL,8,65,6.08,73,47,52,114,2,1,01-05-2026,2026,No
S0309,Abirami Chandran,Female,EEE,4,61,5.05,92,65,87,15,19,2,27-09-2025,2025,No
S0310,Dinesh Sharma,Male,IT,2,78,5.92,83,41,93,208,20,0,07-06-2026,2023,No
S0311,Anand Sharma,Male,EEE,4,56,4.52,75,44,76,196,33,0,10-06-2026,2022,Yes
S0312,Ananya Gupta,Female,MECH,5,84,6.49,76,87,38,104,34,0,16-11-2025,2024,No
S0313,Suresh Nathan,Male,EEE,4,59,5.27,55,71,79,27,29,2,17-12-2025,2024,Yes
S0314,Aarav Sankar,Male,AI&DS,2,96,7.25,72,83,93,8,27,2,04-08-2025,2026,No
S0315,Lavanya Raman,Female,IT,6,80,6.17,41,92,82,139,31,0,21-03-2026,2025,No
S0316,Sandhya Reddy,Female,EEE,1,63,3.88,77,51,36,70,34,1,14-08-2025,2024,Yes
S0317,Santhosh Pillai,Male,CSE,7,84,5.22,62,88,76,242,17,0,09-12-2025,2022,No
S0318,Arjun Nair,Male,CSE,3,63,4.43,78,82,60,100,15,3,15-06-2026,2026,Yes
S0319,Rohan Das,Male,CSE,4,88,8.88,65,100,81,91,12,1,17-09-2025,2025,No
S0320,Sindhu Subramanian,Female,ECE,2,53,5.98,99,69,100,95,21,1,24-11-2025,2026,Yes
S0321,Nithya Raman,Female,IT,2,62,5.59,91,78,90,53,22,0,18-02-2026,2026,No
S0322,Sneha Singh,Female,EEE,4,50,4.21,44,82,67,9,8,6,05-06-2026,2023,Yes
S0323,Meera Nair,Female,EEE,3,98,9.23,69,71,79,173,21,2,10-06-2026,2024,No
S0324,Rithika Reddy,Female,CIVIL,4,44,2.03,63,87,71,64,19,2,06-01-2026,2023,Yes
S0325,Ravi Chandran,Male,IT,7,88,8.77,86,83,58,146,14,1,11-10-2025,2026,No
S0326,Keerthana Sharma,Female,ECE,1,95,9.89,75,77,65,48,5,1,29-12-2025,2024,No
S0327,Arjun Das,Male,MECH,8,84,7.11,79,39,42,205,5,1,04-12-2025,2025,No
S0328,Sanjay Verma,Male,ECE,7,70,6.07,99,89,77,147,9,1,11-05-2026,2024,No
S0329,Meenakshi Joshi,Female,MECH,6,73,5.98,88,50,58,48,16,2,22-10-2025,2023,No
S0330,Janani Joshi,Female,ECE,3,67,6.22,42,50,72,113,2,0,13-09-2025,2024,No
S0331,Harini Joshi,Female,AI&DS,2,64,3.68,93,55,58,7,4,3,12-07-2025,2024,Yes
S0332,Pooja Nair,Female,MECH,2,65,5.41,98,90,62,164,7,1,07-01-2026,2023,No
S0333,Deepak Krishnan,Male,ECE,4,60,3.8,72,76,62,9,14,4,06-04-2026,2026,Yes
S0334,Rohan Verma,Male,AI&DS,1,63,4.11,51,79,59,8,1,2,23-03-2026,2022,Yes
S0335,Kiran Murthy,Male,CIVIL,2,68,7.56,39,84,84,101,22,0,26-11-2025,2024,No
S0336,Divya Murthy,Female,CIVIL,7,90,7.05,98,74,38,186,3,0,04-05-2026,2023,No
S0337,Kumar Mehta,Male,EEE,1,76,5.21,35,86,48,11,18,0,01-04-2026,2026,No
S0338,Alok Rao,Male,CIVIL,1,98,7.83,75,62,38,61,20,2,11-07-2025,2022,No
S0339,Prakash Balakrishnan,Male,ECE,3,86,7.96,47,87,72,214,14,1,22-02-2026,2024,No
S0340,Ramya Joshi,Female,CSE,6,99,9.05,99,82,48,54,21,2,26-12-2025,2026,No
S0341,Alok Krishnan,Male,IT,1,87,8.73,55,96,58,14,31,1,19-04-2026,2023,No
S0342,Deepika Das,Female,EEE,7,88,7.83,45,100,55,149,29,2,06-09-2025,2025,No
S0343,Priya Chandran,Female,CSE,1,76,8.3,62,85,69,248,21,2,22-10-2025,2022,No
S0344,Meenakshi Gupta,Female,EEE,7,93,5.98,46,45,60,66,28,0,22-05-2026,2026,No
S0345,Arjun Singh,Male,IT,7,73,4.54,85,58,44,231,14,1,28-03-2026,2023,Yes
S0346,Malini Srinivasan,Female,ECE,4,82,5.47,56,68,70,100,24,1,15-11-2025,2023,No
S0347,Rohan Kumar,Male,CIVIL,5,69,6.96,65,78,96,91,13,2,10-05-2026,2024,No
S0348,Pavithra Raghavan,Female,AI&DS,4,61,3.54,44,98,91,36,16,6,17-09-2025,2022,Yes
S0349,Hari Nair,Male,ECE,6,61,3.38,55,58,76,125,2,3,24-03-2026,2024,Yes
S0350,Lakshmi Subramanian,Female,IT,1,61,3.88,63,38,47,220,22,5,07-10-2025,2024,Yes
S0351,Praveen Joshi,Male,AI&DS,4,91,6.33,36,100,43,104,26,2,08-05-2026,2026,No
S0352,Vijay Narayanan,Male,CSE,1,100,8.1,87,75,57,21,20,0,06-02-2026,2022,No
S0353,Vikas Balakrishnan,Male,IT,7,43,5.31,49,97,94,72,32,2,17-05-2026,2025,Yes
S0354,Sita Raghavan,Female,EEE,8,54,3.25,86,57,60,62,10,3,26-10-2025,2022,Yes
S0355,Lavanya Kumar,Female,AI&DS,6,88,8.76,98,63,84,176,9,0,13-07-2025,2024,No
S0356,Keerthana Raghavan,Female,CSE,5,45,2.86,43,68,42,176,29,2,10-02-2026,2026,Yes
S0357,Gayathri Reddy,Female,EEE,2,99,9.94,38,73,43,225,3,0,03-09-2025,2025,No
S0358,Siddharth Mehta,Male,CIVIL,3,77,4.6,72,48,80,28,13,1,12-10-2025,2024,Yes
S0359,Rithika Mehta,Female,IT,2,67,3.62,93,68,56,113,32,5,20-12-2025,2026,Yes
S0360,Lavanya Joshi,Female,ECE,1,42,4.77,62,43,77,187,16,3,16-06-2026,2024,Yes
S0361,Rahul Pillai,Male,IT,6,65,7.31,41,55,41,65,10,1,09-05-2026,2024,No
S0362,Meenakshi Raman,Female,CIVIL,6,77,4.9,64,70,51,179,16,4,31-05-2026,2024,Yes
S0363,Ananya Srinivasan,Female,EEE,6,47,2.46,82,75,82,227,7,1,06-06-2026,2026,Yes
S0364,Sunil Patel,Male,MECH,1,40,2.1,42,80,69,246,16,2,29-08-2025,2024,Yes
S0365,Sandeep Nathan,Male,EEE,6,84,5.41,71,84,88,39,26,1,24-04-2026,2026,No
S0366,Sandeep Sharma,Male,IT,4,71,6.06,52,79,78,137,4,0,03-11-2025,2024,No
S0367,Ramesh Sankar,Male,CSE,1,72,6.8,44,81,60,35,23,2,08-03-2026,2025,No
S0368,Manish Balakrishnan,Male,MECH,8,42,4.35,36,76,42,201,17,2,21-04-2026,2024,Yes
S0369,Swati Chandran,Female,IT,2,41,1.96,52,39,78,31,15,1,26-05-2026,2023,Yes
S0370,Aanya Chandran,Female,AI&DS,1,98,9.6,100,70,88,105,7,2,17-05-2026,2023,No
S0371,Chitra Balakrishnan,Female,ECE,5,90,6.28,97,70,78,1,4,2,28-08-2025,2022,No
S0372,Sindhu Chandran,Female,CIVIL,6,43,1.71,60,93,56,214,4,0,09-08-2025,2025,Yes
S0373,Rohan Patel,Male,ECE,6,93,7.93,42,51,51,228,28,1,29-01-2026,2025,No
S0374,Siddharth Iyer,Male,ECE,8,83,8.02,41,83,35,165,21,2,23-12-2025,2024,No
S0375,Arjun Pillai,Male,CSE,1,93,7.78,41,72,37,186,15,2,25-08-2025,2025,No
S0376,Sandeep Nathan,Male,EEE,1,51,4.94,83,64,54,14,4,5,19-09-2025,2024,Yes
S0377,Sowmya Nair,Female,CIVIL,6,81,5.4,43,77,41,232,23,1,03-05-2026,2026,No
S0378,Rahul Nathan,Male,ECE,2,89,6.41,98,36,49,26,18,0,23-01-2026,2023,No
S0379,Surya Patel,Male,CIVIL,7,69,5.21,87,59,72,85,5,2,18-07-2025,2024,No
S0380,Alok Reddy,Male,CIVIL,2,69,5.35,49,44,88,73,6,0,14-04-2026,2022,No
S0381,Kumar Joshi,Male,EEE,7,76,6.37,64,92,35,117,6,0,14-03-2026,2025,No
S0382,Ajay Singh,Male,ECE,6,40,4.21,44,54,39,204,7,0,07-10-2025,2023,Yes
S0383,Meera Mehta,Female,EEE,4,88,9,94,37,47,132,25,0,30-06-2025,2024,No
S0384,Chitra Nair,Female,CIVIL,7,50,3.98,80,37,93,234,6,2,27-09-2025,2024,Yes
S0385,Diya Balakrishnan,Female,CSE,7,62,4.71,75,52,47,45,33,6,06-12-2025,2023,Yes
S0386,Harish Das,Male,IT,2,80,7.24,56,36,81,92,14,0,08-01-2026,2023,No
S0387,Karthik Rao,Male,IT,5,85,6.69,52,97,96,76,7,0,24-07-2025,2022,No
S0388,Ajay Prasad,Male,EEE,2,41,3.24,91,86,69,148,13,1,30-05-2026,2024,Yes
S0389,Naveen Gupta,Male,IT,8,68,5.45,56,54,73,37,16,0,23-06-2026,2025,No
S0390,Rithika Narayanan,Female,ECE,8,42,3.04,56,42,75,33,2,3,30-08-2025,2022,Yes
S0391,Manish Subramanian,Male,CSE,4,73,4.26,47,95,89,38,15,1,14-03-2026,2025,Yes
S0392,Malini Rao,Female,AI&DS,7,80,4.83,51,91,53,56,34,6,15-11-2025,2026,Yes
S0393,Rajesh Murthy,Male,EEE,7,95,9.33,40,68,93,52,19,0,21-03-2026,2024,No
S0394,Meenakshi Reddy,Female,ECE,2,50,3.24,75,52,58,215,19,5,22-07-2025,2025,Yes
S0395,Vijay Nair,Male,MECH,1,93,6.64,78,99,44,127,7,2,03-07-2025,2022,No
S0396,Rajesh Krishnan,Male,IT,4,81,5.07,94,73,82,203,22,0,22-09-2025,2023,No
S0397,Nikhil Mehta,Male,EEE,5,90,8.53,39,65,81,58,14,1,19-01-2026,2026,No
S0398,Kumar Balakrishnan,Male,MECH,3,75,6.21,82,77,46,98,33,0,26-03-2026,2022,No
S0399,Vikas Reddy,Male,IT,1,84,5.13,57,74,90,228,35,1,24-01-2026,2026,No
S0400,Prakash Raghavan,Male,MECH,5,55,2.8,58,36,71,29,20,2,01-10-2025,2024,Yes
S0401,Ishitha Rao,Female,AI&DS,6,49,5.11,71,48,69,23,29,1,09-04-2026,2025,Yes
S0402,Rithika Kumar,Female,ECE,5,63,5.57,96,44,84,4,3,2,20-06-2026,2024,No
S0403,Varun Gupta,Male,ECE,4,48,4.63,86,91,54,46,34,1,10-03-2026,2022,Yes
S0404,Aditya Reddy,Male,CIVIL,1,90,5.67,89,86,91,201,21,2,02-08-2025,2025,No
S0405,Divya Joshi,Female,CSE,4,78,8.28,86,38,92,28,1,2,16-04-2026,2024,No
S0406,Vidya Krishnan,Female,AI&DS,6,49,2.6,63,80,50,95,34,3,08-02-2026,2024,Yes
S0407,Surya Krishnan,Male,IT,8,63,4.49,59,88,95,13,19,2,13-05-2026,2026,Yes
S0408,Rahul Narayanan,Male,AI&DS,5,84,6.98,70,81,36,105,8,2,28-10-2025,2023,No
S0409,Vivek Murthy,Male,CSE,3,60,3,80,46,50,60,19,3,19-04-2026,2026,Yes
S0410,Nisha Kumar,Female,MECH,2,42,4.33,37,97,58,198,4,5,22-12-2025,2023,Yes
S0411,Ashwin Verma,Male,IT,6,95,9.75,36,77,80,50,6,1,09-05-2026,2025,No
S0412,Aarav Gupta,Male,AI&DS,1,98,9.95,66,86,36,34,19,1,21-07-2025,2025,No
S0413,Pranav Raghavan,Male,EEE,3,58,5.54,45,64,71,190,29,1,29-07-2025,2023,Yes
S0414,Uma Narayanan,Female,CSE,7,85,6.27,76,70,94,162,18,1,18-05-2026,2023,No
S0415,Ishitha Sankar,Female,CSE,3,86,9.05,35,51,91,234,23,2,27-04-2026,2024,No
S0416,Malini Gupta,Female,CSE,1,78,7.88,100,37,81,2,17,2,03-04-2026,2024,No
S0417,Kavita Subramanian,Female,CSE,7,71,7.25,94,44,65,224,20,1,13-04-2026,2022,No
S0418,Aanya Iyer,Female,MECH,5,89,7.64,37,77,42,212,19,0,07-02-2026,2023,No
S0419,Aishwarya Prasad,Female,IT,7,96,7.43,96,92,89,166,5,1,10-08-2025,2022,No
S0420,Chitra Subramanian,Female,CSE,5,61,5.37,96,82,80,188,35,0,16-04-2026,2024,No
S0421,Nikhil Raghavan,Male,IT,2,77,7.41,96,54,75,169,26,2,03-05-2026,2026,No
S0422,Rahul Chandran,Male,AI&DS,5,57,3.48,64,58,79,211,3,5,25-09-2025,2022,Yes
S0423,Alok Mehta,Male,CSE,6,47,5.65,95,84,52,103,27,1,08-03-2026,2022,Yes
S0424,Deepika Pillai,Female,CIVIL,8,71,6.82,60,53,59,181,5,0,22-05-2026,2026,No
S0425,Pooja Mehta,Female,IT,7,46,4.95,41,51,96,90,30,4,22-03-2026,2023,Yes
S0426,Manoj Sankar,Male,CIVIL,5,40,4.16,35,90,86,131,22,5,27-01-2026,2026,Yes
S0427,Meera Pillai,Female,EEE,5,51,4.2,40,77,37,183,35,1,25-08-2025,2026,Yes
S0428,Rekha Joshi,Female,CIVIL,1,90,9.22,97,91,95,237,18,2,04-10-2025,2022,No
S0429,Vijay Iyer,Male,ECE,4,97,6.9,95,69,38,62,23,0,28-09-2025,2022,No
S0430,Ajay Srinivasan,Male,CSE,6,66,5.91,53,81,43,192,13,0,12-10-2025,2023,No
S0431,Karthik Pillai,Male,AI&DS,6,64,6.36,64,95,97,197,17,0,15-02-2026,2024,No
S0432,Ashwin Raghavan,Male,MECH,1,81,8.36,40,49,78,21,21,0,10-07-2025,2022,No
S0433,Rohan Subramanian,Male,CIVIL,6,48,2.48,54,61,82,235,16,2,24-12-2025,2024,Yes
S0434,Kiran Balakrishnan,Male,ECE,8,70,4.42,80,59,87,91,10,5,05-12-2025,2026,Yes
S0435,Anjali Narayanan,Female,MECH,5,93,7.39,72,39,63,92,1,1,20-01-2026,2022,No
S0436,Lavanya Mehta,Female,ECE,8,72,5.89,95,81,87,218,7,1,03-12-2025,2026,No
S0437,Rithika Pillai,Female,EEE,4,75,4.27,76,59,44,219,33,4,29-10-2025,2025,Yes
S0438,Shalini Gupta,Female,AI&DS,6,45,5.53,50,46,85,175,12,0,08-08-2025,2025,Yes
S0439,Prakash Nathan,Male,IT,6,78,7.86,68,72,65,90,33,2,25-02-2026,2024,No
S0440,Malini Sharma,Female,CSE,4,80,8.34,99,37,50,223,6,0,26-02-2026,2023,No
S0441,Murugan Krishnan,Male,ECE,1,63,3.67,77,62,69,64,16,6,08-05-2026,2024,Yes
S0442,Pooja Sharma,Female,ECE,8,80,6.35,62,68,75,78,22,2,23-12-2025,2023,No
S0443,Sangeetha Patel,Female,EEE,6,77,7.56,37,88,98,119,16,0,18-07-2025,2024,No
S0444,Pooja Mehta,Female,IT,2,45,1.92,65,48,39,90,33,1,07-11-2025,2023,Yes
S0445,Preethi Patel,Female,MECH,8,74,7.52,87,58,67,22,13,0,16-03-2026,2023,No
S0446,Rohan Rao,Male,IT,7,83,8.06,53,52,92,9,14,0,03-09-2025,2025,No
S0447,Deepika Sankar,Female,MECH,4,45,2.66,82,78,46,156,11,2,08-09-2025,2024,Yes
S0448,Ankit Nair,Male,IT,1,84,8.48,96,84,78,241,27,0,19-02-2026,2026,No
S0449,Sindhu Srinivasan,Female,IT,3,40,2.59,92,81,55,169,9,3,21-05-2026,2022,Yes
S0450,Hari Verma,Male,CSE,5,77,5.06,38,100,79,52,29,1,19-02-2026,2025,No
S0451,Maya Das,Female,AI&DS,7,68,4.48,48,95,50,6,24,3,15-05-2026,2023,Yes
S0452,Sanjay Rao,Male,ECE,7,67,6.36,39,96,79,134,6,1,17-03-2026,2023,No
S0453,Malini Sankar,Female,EEE,8,71,6.59,35,43,50,103,19,0,13-06-2026,2022,No
S0454,Ajay Kumar,Male,CIVIL,4,56,5.7,35,66,97,84,34,0,26-07-2025,2026,Yes
S0455,Lavanya Murthy,Female,CIVIL,3,75,8.05,48,45,89,24,27,0,06-11-2025,2023,No
S0456,Siddharth Reddy,Male,CSE,2,93,7.73,88,97,39,103,11,1,22-08-2025,2023,No
S0457,Janani Balakrishnan,Female,AI&DS,1,68,5.2,98,77,51,62,26,2,19-04-2026,2024,No
S0458,Venkat Murthy,Male,CSE,7,72,6.41,38,98,68,156,31,0,09-03-2026,2023,No
S0459,Santhosh Chandran,Male,AI&DS,2,76,5.88,88,80,47,180,24,2,03-04-2026,2024,No
S0460,Abirami Murthy,Female,IT,8,93,6.69,85,97,44,212,4,1,29-04-2026,2026,No
S0461,Deepika Murthy,Female,IT,5,66,6.13,37,99,65,189,15,1,15-10-2025,2023,No
S0462,Surya Balakrishnan,Male,MECH,3,40,3.94,81,95,70,48,10,6,05-05-2026,2024,Yes
S0463,Neha Reddy,Female,CSE,4,73,7.73,58,58,84,208,31,2,08-09-2025,2025,No
S0464,Karthik Subramanian,Male,CSE,3,67,6.23,78,94,35,231,8,0,01-04-2026,2024,No
S0465,Chitra Singh,Female,MECH,1,98,9.08,87,99,87,212,29,2,22-04-2026,2026,No
S0466,Diya Murthy,Female,AI&DS,6,97,6.44,37,97,72,242,3,0,16-08-2025,2023,No
S0467,Deepika Raghavan,Female,CIVIL,7,80,8.6,42,69,86,32,28,1,01-03-2026,2024,No
S0468,Murugan Prasad,Male,EEE,8,99,7.17,53,85,65,236,33,2,08-07-2025,2024,No
S0469,Ashwin Chandran,Male,CSE,1,49,2.1,77,46,97,171,8,6,07-12-2025,2026,Yes
S0470,Praveen Murthy,Male,EEE,3,89,8.2,48,48,80,190,20,2,21-04-2026,2023,No
S0471,Sandhya Nathan,Female,CIVIL,6,57,3.48,93,63,74,188,27,4,23-12-2025,2023,Yes
S0472,Akash Verma,Male,EEE,1,69,5.11,92,36,44,22,29,2,25-06-2026,2022,No
S0473,Ranya Patel,Female,MECH,7,51,6.02,63,68,79,139,27,1,18-09-2025,2023,Yes
S0474,Ram Sharma,Male,MECH,5,76,5.99,73,47,68,8,6,0,12-12-2025,2024,No
S0475,Swati Mehta,Female,AI&DS,8,58,5.78,49,64,50,225,30,2,06-04-2026,2023,Yes
S0476,Harini Mehta,Female,CSE,4,86,8.21,51,93,87,182,9,1,23-06-2026,2023,No
S0477,Praveen Singh,Male,EEE,5,69,5.08,51,94,72,242,25,0,13-05-2026,2026,No
S0478,Surya Srinivasan,Male,AI&DS,2,57,6.28,73,90,74,189,15,1,04-06-2026,2024,Yes
S0479,Rekha Krishnan,Female,ECE,4,46,5.12,80,36,98,187,19,0,10-11-2025,2026,Yes
S0480,Sneha Verma,Female,EEE,4,59,3.29,43,59,86,43,10,4,27-05-2026,2025,Yes
S0481,Ramesh Sankar,Male,MECH,8,74,4.17,48,47,63,126,21,1,30-07-2025,2025,Yes
S0482,Ram Pillai,Male,EEE,2,84,6.8,74,41,61,95,29,0,28-02-2026,2026,No
S0483,Santhosh Singh,Male,EEE,8,74,6.23,44,77,46,57,24,2,20-08-2025,2026,No
S0484,Ajay Reddy,Male,CSE,2,86,7.02,64,47,65,207,7,2,23-11-2025,2025,No
S0485,Arjun Rao,Male,AI&DS,5,72,6.79,89,44,96,150,25,2,12-04-2026,2024,No
S0486,Radha Srinivasan,Female,CSE,2,54,3.94,49,82,57,8,16,1,20-07-2025,2023,Yes
S0487,Akash Pillai,Male,ECE,7,100,8.02,90,71,43,133,33,0,18-06-2026,2026,No
S0488,Ajay Singh,Male,ECE,6,66,7.39,91,71,65,229,8,1,10-09-2025,2022,No
S0489,Lavanya Singh,Female,CIVIL,6,43,5.34,92,66,62,196,31,0,28-03-2026,2026,Yes
S0490,Shalini Prasad,Female,CIVIL,2,53,5.92,83,79,88,153,26,0,10-12-2025,2023,Yes
S0491,Pranav Balakrishnan,Male,IT,4,88,6.24,93,55,37,188,30,0,11-02-2026,2022,No
S0492,Gaurav Iyer,Male,AI&DS,4,89,7.39,58,63,36,198,30,1,27-07-2025,2026,No
S0493,Ramya Chandran,Female,MECH,6,67,5.24,54,71,67,130,6,1,20-07-2025,2026,No
S0494,Siddharth Das,Male,MECH,4,83,8.14,47,70,98,153,26,0,01-04-2026,2023,No
S0495,Uma Krishnan,Female,IT,8,75,6.92,98,91,81,94,27,0,12-11-2025,2023,No
S0496,Kumar Subramanian,Male,CSE,4,78,4.71,84,94,35,221,24,5,13-02-2026,2023,Yes
S0497,Manish Mehta,Male,CIVIL,6,65,6.14,72,79,86,64,5,1,22-03-2026,2026,No
S0498,Ananya Balakrishnan,Female,CIVIL,3,51,3.19,63,69,96,46,28,4,06-06-2026,2026,Yes
S0499,Ashwin Chandran,Male,IT,1,63,6.33,58,74,88,69,31,2,06-04-2026,2022,No
S0500,Aditya Prasad,Male,IT,4,64,5.94,50,78,47,177,14,2,26-10-2025,2024,No
S0501,Sandhya Patel,Female,EEE,6,65,3.69,82,94,75,43,1,6,14-11-2025,2022,Yes
S0502,Kumar Verma,Male,AI&DS,3,40,3.4,48,77,87,4,16,6,04-08-2025,2023,Yes
S0503,Siddharth Joshi,Male,MECH,1,44,1.93,94,55,61,144,34,0,19-03-2026,2024,Yes
S0504,Sowmya Srinivasan,Female,CSE,6,95,9.03,49,62,72,100,17,2,20-04-2026,2025,No
S0505,Meera Patel,Female,ECE,4,99,8.87,91,40,74,53,5,2,12-11-2025,2023,No
S0506,Amrutha Reddy,Female,AI&DS,4,50,4.84,61,85,90,140,25,5,17-09-2025,2026,Yes
S0507,Radha Mehta,Female,MECH,2,72,5.34,100,92,93,161,4,0,28-11-2025,2023,No
S0508,Rithika Kumar,Female,CIVIL,8,56,3.03,74,60,75,190,12,1,13-09-2025,2024,Yes
S0509,Murugan Kumar,Male,MECH,4,65,4.07,68,40,99,35,23,4,25-07-2025,2024,Yes
S0510,Aanya Singh,Female,ECE,7,91,7.97,93,73,62,234,5,2,12-12-2025,2022,No
S0511,Gayathri Rao,Female,AI&DS,7,90,8.74,48,97,99,203,1,2,19-07-2025,2024,No
S0512,Prakash Rao,Male,AI&DS,5,96,6.83,88,66,76,10,7,2,02-09-2025,2023,No
S0513,Naveen Raman,Male,MECH,6,50,2.29,90,72,50,23,2,2,04-05-2026,2025,Yes
S0514,Nithya Patel,Female,CIVIL,5,56,5.12,37,39,92,12,12,1,17-09-2025,2022,Yes
S0515,Ranya Raman,Female,MECH,3,56,3.69,44,40,42,90,11,2,18-05-2026,2025,Yes
S0516,Anjali Prasad,Female,AI&DS,6,91,6.86,95,81,43,37,4,2,25-12-2025,2022,No
S0517,Sindhu Das,Female,ECE,7,56,3.56,60,46,81,213,35,0,27-03-2026,2026,Yes
